City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
155,Grand Gaube,MU,-20.0064,57.6608,80.38,66,28,10.0,scattered clouds
156,Hilo,US,19.7297,-155.09,74.93,84,75,4.61,broken clouds
157,Ilulissat,GL,69.2167,-51.1,14.02,92,12,0.0,few clouds
158,Lorengau,PG,-2.0226,147.2712,86.43,62,89,9.53,overcast clouds
159,Camocim,BR,-2.9022,-40.8411,77.67,75,29,13.29,scattered clouds
160,Cape Town,ZA,-33.9258,18.4232,60.12,91,88,1.01,overcast clouds
161,Severo-Kurilsk,RU,50.6789,156.125,35.26,66,92,9.46,overcast clouds
162,Klaksvik,FO,62.2266,-6.589,47.32,89,100,29.8,light rain
163,Athabasca,CA,54.7169,-113.2854,30.56,79,87,7.72,overcast clouds
164,Kaitangata,NZ,-46.2817,169.8464,54.99,66,77,15.17,broken clouds
165,Ikongo,MG,-21.8833,47.4333,70.9,87,28,1.34,scattered clouds
166,Cotonou,BJ,6.3654,2.4183,79.27,79,35,1.12,scattered clouds
167,Okato,NZ,-39.2,173.8833,55.69,81,67,18.9,broken clouds
168,Codrington,AU,-38.2667,141.9667,60.33,64,79,11.79,broken clouds
169,Santa Rosa De Aguan,HN,15.95,-85.7167,77.36,84,43,3.58,scattered clouds
170,Juneau,US,58.3019,-134.4197,39.2,97,100,6.91,light rain
171,Hirara,JP,24.8,125.2833,71.87,94,75,8.05,shower rain
172,Muros,ES,42.7762,-9.0603,58.08,91,93,15.3,overcast clouds
173,Hibbing,US,47.4272,-92.9377,31.35,86,0,0.0,clear sky
174,Manturovo,RU,58.3353,44.7619,18.75,91,100,8.19,overcast clouds
175,Askarovo,RU,53.3372,58.5089,11.35,92,100,11.18,snow
176,Ampanihy,MG,-24.7,44.75,79.97,53,1,8.84,clear sky
177,Kieta,PG,-6.2167,155.6333,83.41,72,100,3.36,light rain
178,Faya,SA,18.3851,42.4509,46.92,63,0,2.26,clear sky
179,Longjiang,CN,47.3303,123.1836,18.88,87,100,3.83,light snow
180,Venafro,IT,41.4834,14.0451,50.85,87,6,4.25,clear sky
181,Normandin,CA,48.8333,-72.5321,8.73,85,13,2.3,few clouds
182,Pokrovsk,UA,48.282,37.1758,35.8,75,100,8.79,overcast clouds
183,Viedma,AR,-40.8135,-62.9967,68.13,45,2,7.7,clear sky
184,Flinders,AU,-34.5833,150.8552,70.05,67,7,11.54,clear sky
185,Quelimane,MZ,-17.8786,36.8883,78.75,83,40,9.22,scattered clouds
186,Narsaq,GL,60.9167,-46.05,41.22,66,97,11.61,overcast clouds
187,Xinzhi,CN,36.4989,111.7047,53.69,55,0,6.35,clear sky
188,Isangel,VU,-19.55,169.2667,81.91,77,64,3.29,broken clouds
189,Yonago,JP,35.4333,133.3333,58.33,70,100,8.37,overcast clouds
190,Souillac,MU,-20.5167,57.5167,77.38,78,75,8.05,broken clouds
191,Galveston,US,29.3669,-94.9669,64.06,93,100,11.18,overcast clouds
192,Baykalsk,RU,51.5058,104.1469,14.72,90,100,11.88,snow
193,Liku,ID,-0.7275,119.8922,86.94,63,100,4.99,overcast clouds
194,Solton,RU,52.8429,86.4787,0.55,94,99,5.79,overcast clouds
195,Dikson,RU,73.5069,80.5464,-21.78,98,91,14.43,overcast clouds
196,Rosignol,GY,6.2833,-57.5333,76.06,89,100,4.59,light rain
197,Rundu,NA,-17.9333,19.7667,68.86,76,100,4.74,overcast clouds
198,Tiksi,RU,71.6872,128.8694,-26.63,100,100,4.07,overcast clouds
199,Linxia,CN,35.6003,103.2064,50.38,14,0,1.36,clear sky
200,Vila,PT,42.0304,-8.1588,45.48,93,92,4.43,light rain
201,Najran,SA,17.4924,44.1277,59.18,48,0,2.48,clear sky
202,Oksfjord,NO,70.2396,22.3479,32.18,79,20,12.82,few clouds
203,Silchar,IN,24.8167,92.8,75.87,61,7,2.98,clear sky
204,Daru,PG,-9.0763,143.2092,84.76,70,100,7.43,overcast clouds
205,Kavaratti,IN,10.5669,72.642,79.68,77,88,8.86,overcast clouds
206,Illapel,CL,-31.6308,-71.1653,67.62,66,59,0.63,broken clouds
207,Asau,RO,46.4333,26.4,33.28,95,33,4.47,scattered clouds
208,Rondonopolis,BR,-16.4708,-54.6356,74.61,75,76,1.41,broken clouds
209,Kloulklubed,PW,7.0419,134.2556,84.7,75,19,9.73,few clouds
210,Thompson,CA,55.7435,-97.8558,23.16,93,0,8.05,clear sky
211,Dengzhou,CN,37.8086,120.7508,60.4,54,0,10.54,clear sky
212,Udimskiy,RU,61.1417,45.9144,8.98,79,50,8.08,scattered clouds
213,Katsuura,JP,35.1333,140.3,65.66,52,12,14.79,few clouds
214,Hammerfest,NO,70.6634,23.6821,27.05,63,0,9.22,clear sky
215,Birin,NP,26.8865,88.0718,61.68,51,1,4.45,clear sky
216,Tuatapere,NZ,-46.1333,167.6833,52.0,72,85,16.08,overcast clouds
217,Cabo San Lucas,MX,22.8909,-109.9124,74.52,70,69,4.99,broken clouds
218,Jinxi,CN,30.4323,116.2922,68.18,52,24,1.92,few clouds
219,Rio Gallegos,AR,-51.6226,-69.2181,39.25,81,0,17.27,clear sky
220,Mozarlandia,BR,-14.7447,-50.5706,71.76,89,91,4.79,overcast clouds
221,Massaguet,TD,12.4755,15.4365,70.68,15,84,12.39,broken clouds
222,Coahuayana,MX,18.7333,-103.6833,74.46,92,47,3.47,scattered clouds
223,College,US,64.8569,-147.8028,10.35,87,75,3.44,mist
224,Auki,SB,-8.7676,160.7034,86.58,62,76,2.1,broken clouds
225,Sibu,MY,2.3,111.8167,82.71,78,40,3.44,scattered clouds
226,Mehamn,NO,71.0357,27.8492,22.91,73,0,19.57,clear sky
227,Porto Novo,BJ,6.4965,2.6036,78.62,89,26,1.92,scattered clouds
228,Marquette,US,46.5333,-87.6335,35.76,76,8,8.01,clear sky
229,Puerto Escondido,MX,15.85,-97.0667,79.63,69,20,5.75,few clouds
230,Puyang,CN,29.4603,119.8861,66.09,64,70,2.8,broken clouds
231,Nanakuli,US,21.3906,-158.1547,76.98,62,100,10.36,overcast clouds
232,Shubarshi,KZ,48.5872,57.1869,36.73,93,48,7.52,scattered clouds
233,Havelian,PK,34.0536,73.1657,54.82,23,0,4.79,clear sky
234,Pisco,PE,-13.7,-76.2167,64.45,88,0,2.3,clear sky
235,Coquimbo,CL,-29.9533,-71.3436,58.73,82,40,2.3,scattered clouds
236,Itarema,BR,-2.9248,-39.9167,78.4,73,54,13.91,broken clouds
237,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,94,40,16.89,scattered clouds
238,Mar Del Plata,AR,-38.0023,-57.5575,61.95,76,0,4.0,clear sky
239,Barmer,IN,25.75,71.3833,72.86,21,15,4.14,few clouds
240,Yar-Sale,RU,66.8333,70.8333,-8.79,100,99,3.94,overcast clouds
241,Hailey,US,43.5196,-114.3153,26.46,69,0,6.91,clear sky
242,Chapais,CA,49.7834,-74.8492,11.98,95,63,3.96,broken clouds
243,Gorin,RU,51.1983,136.6669,20.8,55,2,5.55,clear sky
244,Ponta Do Sol,PT,32.6667,-17.1,67.71,67,29,4.94,scattered clouds
245,Poum,NC,-20.2333,164.0167,79.18,78,42,17.92,scattered clouds
246,Carson City,US,39.1638,-119.7674,41.94,57,0,7.0,clear sky
247,Wasilla,US,61.5814,-149.4394,28.02,93,0,4.61,fog
248,Gardenstown,GB,57.671,-2.336,43.18,1,27,16.08,scattered clouds
249,Alta Floresta,BR,-9.8756,-56.0861,69.98,97,99,0.47,moderate rain
250,Mingshui,CN,36.7167,117.5,64.45,39,0,11.41,clear sky
251,Geraldton,AU,-28.7667,114.6,75.61,50,0,13.8,clear sky
252,Letka,RU,59.6011,49.4232,16.86,91,100,9.42,light snow
253,Airai,TL,-8.9266,125.4092,71.98,72,73,0.92,broken clouds
254,Broome,US,42.2506,-75.833,33.04,76,0,0.0,clear sky
255,San Ramon,US,37.7799,-121.978,59.77,59,0,0.0,clear sky
256,Olinda,BR,-8.0089,-34.8553,78.53,73,75,3.44,broken clouds
257,Berlevag,NO,70.8578,29.0864,22.95,68,23,6.91,few clouds
258,Kemijarvi,FI,66.7131,27.4306,15.39,98,73,3.11,broken clouds
259,Alice Springs,AU,-23.7,133.8833,69.35,73,100,8.05,overcast clouds
260,Pervomayskoye,RU,43.919,46.7102,45.34,81,32,8.16,scattered clouds
261,Torbay,CA,47.6666,-52.7314,30.58,81,75,25.32,broken clouds
262,Lata,PT,40.1629,-8.3327,61.81,91,100,4.54,overcast clouds
263,Pangody,RU,65.85,74.4859,-25.53,99,16,5.44,few clouds
264,Salalah,OM,17.0151,54.0924,75.29,53,0,3.44,clear sky
265,Norden,DE,53.6,7.2,44.58,97,93,17.76,overcast clouds
266,Bridlington,GB,54.0831,-0.1919,44.89,88,65,4.0,broken clouds
267,Sinnamary,GF,5.3833,-52.95,78.03,88,98,7.56,overcast clouds
268,Necochea,AR,-38.5473,-58.7368,58.17,70,0,7.05,clear sky
